DikaSulistian,"Kadang suka mikir, mending diem aja deh percuma kalo ngomong pun jadi disalahin, dipikir aneh2 huft kenapa susah sekali menjaga kesehatan mental ini ya Allah",Kadang suka mikir mending diem aja deh percuma kalo ngomong pun jadi disalahin dipikir aneh huft kenapa susah sekali menjaga kesehatan mental ini ya Allah,kadang suka mikir mending diem aja deh percuma kalo ngomong pun jadi disalahin dipikir aneh huft kenapa susah sekali menjaga kesehatan mental ini ya allah,"['kadang', 'suka', 'mikir', 'mending', 'diem', 'aja', 'deh', 'percuma', 'kalo', 'ngomong', 'pun', 'jadi', 'disalahin', 'dipikir', 'aneh', 'huft', 'kenapa', 'susah', 'sekali', 'menjaga', 'kesehatan', 'mental', 'ini', 'ya', 'allah']","['kadang', 'suka', 'mikir', 'mending', 'diem', 'aja', 'deh', 'percuma', 'kalo', 'ngomong', 'jadi', 'disalahin', 'dipikir', 'aneh', 'huft', 'susah', 'sekali', 'menjaga', 'kesehatan', 'mental', 'ya', 'allah']",kadang suka mikir mending diem aja deh percuma kalo ngomong jadi disalahin pikir aneh huft susah sekali jaga sehat mental ya allah
Kizreina,"gapapa, gapapa kamu sudah sangat hebat bertahan sampai saat ini. lebih kuat lagi ya kedepannya? kamu anak pertama, harus kuat. boleh sedih tapi jangan berangsur-angsur ga baik juga untuk kesehatan mental dan fisikmu. semangat, @Kizreina!",gapapa gapapa kamu sudah sangat hebat bertahan sampai saat ini lebih kuat lagi ya kedepannya kamu anak pertama harus kuat boleh sedih tapi jangan berangsur angsur ga baik juga untuk kesehatan mental dan fisikmu semangat,gapapa gapapa kamu sudah sangat hebat bertahan sampai saat ini lebih kuat lagi ya kedepannya kamu anak pertama harus kuat boleh sedih tapi jangan berangsur angsur ga baik juga untuk kesehatan mental dan fisikmu semangat,"['gapapa', 'gapapa', 'kamu', 'sudah', 'sangat', 'hebat', 'bertahan', 'sampai', 'saat', 'ini', 'lebih', 'kuat', 'lagi', 'ya', 'kedepannya', 'kamu', 'anak', 'pertama', 'harus', 'kuat', 'boleh', 'sedih', 'tapi', 'jangan', 'berangsur', 'angsur', 'ga', 'baik', 'juga', 'untuk', 'kesehatan', 'mental', 'dan', 'fisikmu', 'semangat']","['gapapa', 'gapapa', 'kamu', 'sangat', 'hebat', 'bertahan', 'saat', 'lebih', 'kuat', 'ya', 'kedepannya', 'kamu', 'anak', 'pertama', 'kuat', 'sedih', 'jangan', 'berangsur', 'angsur', 'ga', 'baik', 'untuk', 'kesehatan', 'mental', 'fisikmu', 'semangat']",gapapa gapapa kamu sangat hebat tahan saat lebih kuat ya depan kamu anak pertama kuat sedih jangan angsur angsur ga baik untuk sehat mental fisik semangat
ranulis_,capek nih masih pagi begini.pusing ngomongin kesehatan mental tapi di lingkaran sendiri mental gua dihantam mulu kek gada harganya :)),capek nih masih pagi begini pusing ngomongin kesehatan mental tapi di lingkaran sendiri mental gua dihantam mulu kek gada harganya,capek nih masih pagi begini pusing ngomongin kesehatan mental tapi di lingkaran sendiri mental gua dihantam mulu kek gada harganya,"['capek', 'nih', 'masih', 'pagi', 'begini', 'pusing', 'ngomongin', 'kesehatan', 'mental', 'tapi', 'di', 'lingkaran', 'sendiri', 'mental', 'gua', 'dihantam', 'mulu', 'kek', 'gada', 'harganya']","['capek', 'nih', 'pagi', 'begini', 'pusing', 'ngomongin', 'kesehatan', 'mental', 'di', 'lingkaran', 'sendiri', 'mental', 'gua', 'dihantam', 'mulu', 'kek', 'gada', 'harganya']",capek nih pagi begini pusing ngomongin sehat mental di lingkar sendiri mental gua hantam mulu kek gada harga
BujangDanoor,@KING__VADUKA Yang se wenang2 itu kan banser. Apakah seleksi jadi menteri gk diperiksa Psikologi dan kesehatan mental calon menteri. Boleh di cek and ricek tuh.Kena paranaoid dan WAHAM akut itu. https://t.co/fi9Nn9X3Cr,VADUKA Yang se wenang itu kan banser Apakah seleksi jadi menteri gk diperiksa Psikologi dan kesehatan mental calon menteri Boleh di cek and ricek tuh Kena paranaoid dan WAHAM akut itu,vaduka yang se wenang itu kan banser apakah seleksi jadi menteri gk diperiksa psikologi dan kesehatan mental calon menteri boleh di cek and ricek tuh kena paranaoid dan waham akut itu,"['vaduka', 'yang', 'se', 'wenang', 'itu', 'kan', 'banser', 'apakah', 'seleksi', 'jadi', 'menteri', 'gk', 'diperiksa', 'psikologi', 'dan', 'kesehatan', 'mental', 'calon', 'menteri', 'boleh', 'di', 'cek', 'and', 'ricek', 'tuh', 'kena', 'paranaoid', 'dan', 'waham', 'akut', 'itu']","['vaduka', 'se', 'wenang', 'kan', 'banser', 'seleksi', 'jadi', 'menteri', 'gk', 'diperiksa', 'psikologi', 'kesehatan', 'mental', 'calon', 'menteri', 'di', 'cek', 'and', 'ricek', 'tuh', 'kena', 'paranaoid', 'waham', 'akut']",vaduka se wenang kan banser seleksi jadi menteri gk periksa psikologi sehat mental calon menteri di cek and ricek tuh kena paranaoid waham akut
BtsarmyPeduli,Update donasi Ultah SUGA BANTU PARA PEJUANG KESEHATAN MENTAL. Donasi saat ini terkumpul sebesar Rp. 11.052.520Kalian dapat berdonasi di https://t.co/I4ecG5IMQ7project akan di tutup pada 5 maret 2022. Terimakasih Seluruh army Indonesia. @BTS_twt https://t.co/3a5uKAYapz https://t.co/pviuzEcKYy,Update donasi Ultah SUGA BANTU PARA PEJUANG KESEHATAN MENTAL Donasi saat ini terkumpul sebesar Rp   Kalian dapat berdonasi di akan di tutup pada  maret  Terimakasih Seluruh army Indonesia twt,update donasi ultah suga bantu para pejuang kesehatan mental donasi saat ini terkumpul sebesar rp   kalian dapat berdonasi di akan di tutup pada  maret  terimakasih seluruh army indonesia twt,"['update', 'donasi', 'ultah', 'suga', 'bantu', 'para', 'pejuang', 'kesehatan', 'mental', 'donasi', 'saat', 'ini', 'terkumpul', 'sebesar', 'rp', 'kalian', 'dapat', 'berdonasi', 'di', 'akan', 'di', 'tutup', 'pada', 'maret', 'terimakasih', 'seluruh', 'army', 'indonesia', 'twt']","['update', 'donasi', 'ultah', 'suga', 'bantu', 'pejuang', 'kesehatan', 'mental', 'donasi', 'ini', 'terkumpul', 'sebesar', 'rp', 'kalian', 'berdonasi', 'akan', 'tutup', 'maret', 'terimakasih', 'seluruh', 'army', 'indonesia', 'twt']",update donasi ultah suga bantu juang sehat mental donasi ini kumpul besar rp kalian donasi akan tutup maret terimakasih seluruh army indonesia twt
athingweneed,"Journaling banyak manfaatnya lho terutama bagi kesehatan mental! Bisa meredakan stress, membantu pemulihan traumatis hingga bisa meningkatkan mood (cr: orami)",Journaling banyak manfaatnya lho terutama bagi kesehatan mental Bisa meredakan stress membantu pemulihan traumatis hingga bisa meningkatkan mood cr orami,journaling banyak manfaatnya lho terutama bagi kesehatan mental bisa meredakan stress membantu pemulihan traumatis hingga bisa meningkatkan mood cr orami,"['journaling', 'banyak', 'manfaatnya', 'lho', 'terutama', 'bagi', 'kesehatan', 'mental', 'bisa', 'meredakan', 'stress', 'membantu', 'pemulihan', 'traumatis', 'hingga', 'bisa', 'meningkatkan', 'mood', 'cr', 'orami']","['journaling', 'banyak', 'manfaatnya', 'lho', 'terutama', 'kesehatan', 'mental', 'meredakan', 'stress', 'membantu', 'pemulihan', 'traumatis', 'hingga', 'meningkatkan', 'mood', 'cr', 'orami']",journaling banyak manfaat lho utama sehat mental reda stress bantu pulih traumatis hingga tingkat mood cr orami
watermelon_yong,"@tanyakanrl Keluarga gue harmonis menurut temen-temen gue yang pernah ke rumah, dan gue ngerasa fun sama mereka. Tapi itu juga ga bisa menjamin kesehatan mental gue baik-baik aja, bahkan mereka dulu memandang sebelah mata pas gue ke psikiater terus",Keluarga gue harmonis menurut temen temen gue yang pernah ke rumah dan gue ngerasa fun sama mereka Tapi itu juga ga bisa menjamin kesehatan mental gue baik baik aja bahkan mereka dulu memandang sebelah mata pas gue ke psikiater terus,keluarga gue harmonis menurut temen temen gue yang pernah ke rumah dan gue ngerasa fun sama mereka tapi itu juga ga bisa menjamin kesehatan mental gue baik baik aja bahkan mereka dulu memandang sebelah mata pas gue ke psikiater terus,"['keluarga', 'gue', 'harmonis', 'menurut', 'temen', 'temen', 'gue', 'yang', 'pernah', 'ke', 'rumah', 'dan', 'gue', 'ngerasa', 'fun', 'sama', 'mereka', 'tapi', 'itu', 'juga', 'ga', 'bisa', 'menjamin', 'kesehatan', 'mental', 'gue', 'baik', 'baik', 'aja', 'bahkan', 'mereka', 'dulu', 'memandang', 'sebelah', 'mata', 'pas', 'gue', 'ke', 'psikiater', 'terus']","['keluarga', 'gue', 'harmonis', 'temen', 'temen', 'gue', 'pernah', 'rumah', 'gue', 'ngerasa', 'fun', 'sama', 'tapi', 'juga', 'ga', 'menjamin', 'kesehatan', 'mental', 'gue', 'baik', 'baik', 'aja', 'bahkan', 'dulu', 'memandang', 'sebelah', 'mata', 'pas', 'gue', 'psikiater', 'terus']",keluarga gue harmonis temen temen gue pernah rumah gue ngerasa fun sama tapi juga ga jamin sehat mental gue baik baik aja bahkan dulu pandang belah mata pas gue psikiater terus
Argentea7,Kuliah semester 1 aja bikin minta healing 6 bulan buat kesehatan mental apalagi kalo perang. Mental gw mah ga sanggup dah. Amit 2 ada perang. Semoga konflik cepat terselesaikan,Kuliah semester  aja bikin minta healing  bulan buat kesehatan mental apalagi kalo perang Mental gw mah ga sanggup dah Amit  ada perang Semoga konflik cepat terselesaikan,kuliah semester  aja bikin minta healing  bulan buat kesehatan mental apalagi kalo perang mental gw mah ga sanggup dah amit  ada perang semoga konflik cepat terselesaikan,"['kuliah', 'semester', 'aja', 'bikin', 'minta', 'healing', 'bulan', 'buat', 'kesehatan', 'mental', 'apalagi', 'kalo', 'perang', 'mental', 'gw', 'mah', 'ga', 'sanggup', 'dah', 'amit', 'ada', 'perang', 'semoga', 'konflik', 'cepat', 'terselesaikan']","['kuliah', 'semester', 'aja', 'bikin', 'minta', 'healing', 'bulan', 'buat', 'kesehatan', 'mental', 'kalo', 'perang', 'mental', 'gw', 'mah', 'ga', 'sanggup', 'dah', 'amit', 'perang', 'semoga', 'konflik', 'cepat', 'terselesaikan']",kuliah semester aja bikin minta healing bulan buat sehat mental kalo perang mental gw mah ga sanggup dah amit perang moga konflik cepat selesai
bon_nugroho,"Setop bohong. Bohong itu menyengsengsarakan yg dibohongi, dan membahayakan kesehatan mental pelaku",Setop bohong Bohong itu menyengsengsarakan yg dibohongi dan membahayakan kesehatan mental pelaku,setop bohong bohong itu menyengsengsarakan yg dibohongi dan membahayakan kesehatan mental pelaku,"['setop', 'bohong', 'bohong', 'itu', 'menyengsengsarakan', 'yg', 'dibohongi', 'dan', 'membahayakan', 'kesehatan', 'mental', 'pelaku']","['setop', 'bohong', 'bohong', 'menyengsengsarakan', 'dibohongi', 'membahayakan', 'kesehatan', 'mental', 'pelaku']",setop bohong bohong menyengsengsarakan bohong bahaya sehat mental laku
convomf,💭 belajar nyetir sama bokap bayarnya kaga pake duit tapi pake kesehatan mental https://t.co/vbS3Dzqq1y,belajar nyetir sama bokap bayarnya kaga pake duit tapi pake kesehatan mental,belajar nyetir sama bokap bayarnya kaga pake duit tapi pake kesehatan mental,"['belajar', 'nyetir', 'sama', 'bokap', 'bayarnya', 'kaga', 'pake', 'duit', 'tapi', 'pake', 'kesehatan', 'mental']","['belajar', 'nyetir', 'sama', 'bokap', 'bayarnya', 'kaga', 'pake', 'duit', 'pake', 'kesehatan', 'mental']",ajar nyetir sama bokap bayar kaga pake duit pake sehat mental
Adriantok_,"@setankecil055 udah mas, kalo dia gakberharap sama kamu gausah terlalu berharap respon dari dia, mending kamu pergi aja dari dia yang suka main sana sini. kesehatan mental dan ragamu diutamakan jangan terlalu maksa hal kayak gini! mas ingat masih ada orang orang yang lebih peduli sama kamu🥺",udah mas kalo dia gakberharap sama kamu gausah terlalu berharap respon dari dia mending kamu pergi aja dari dia yang suka main sana sini kesehatan mental dan ragamu diutamakan jangan terlalu maksa hal kayak gini mas ingat masih ada orang orang yang lebih peduli sama kamu,udah mas kalo dia gakberharap sama kamu gausah terlalu berharap respon dari dia mending kamu pergi aja dari dia yang suka main sana sini kesehatan mental dan ragamu diutamakan jangan terlalu maksa hal kayak gini mas ingat masih ada orang orang yang lebih peduli sama kamu,"['udah', 'mas', 'kalo', 'dia', 'gakberharap', 'sama', 'kamu', 'gausah', 'terlalu', 'berharap', 'respon', 'dari', 'dia', 'mending', 'kamu', 'pergi', 'aja', 'dari', 'dia', 'yang', 'suka', 'main', 'sana', 'sini', 'kesehatan', 'mental', 'dan', 'ragamu', 'diutamakan', 'jangan', 'terlalu', 'maksa', 'hal', 'kayak', 'gini', 'mas', 'ingat', 'masih', 'ada', 'orang', 'orang', 'yang', 'lebih', 'peduli', 'sama', 'kamu']","['udah', 'mas', 'kalo', 'gakberharap', 'sama', 'kamu', 'gausah', 'terlalu', 'berharap', 'respon', 'dia', 'mending', 'kamu', 'pergi', 'aja', 'dia', 'suka', 'main', 'sana', 'sini', 'kesehatan', 'mental', 'ragamu', 'diutamakan', 'jangan', 'terlalu', 'maksa', 'kayak', 'gini', 'mas', 'ingat', 'ada', 'orang', 'orang', 'lebih', 'peduli', 'sama', 'kamu']",udah mas kalo gakberharap sama kamu gausah terlalu harap respon dia mending kamu pergi aja dia suka main sana sini sehat mental raga utama jangan terlalu maksa kayak gin mas ingat ada orang orang lebih peduli sama kamu
Bagusar10319844,"Daging bebek kaya kandungan mineral, salah satunya mineral tembaga yang berperan dalam menjaga kesehatan fisik sekaligus mental kita tetap stabil",Daging bebek kaya kandungan mineral salah satunya mineral tembaga yang berperan dalam menjaga kesehatan fisik sekaligus mental kita tetap stabil,daging bebek kaya kandungan mineral salah satunya mineral tembaga yang berperan dalam menjaga kesehatan fisik sekaligus mental kita tetap stabil,"['daging', 'bebek', 'kaya', 'kandungan', 'mineral', 'salah', 'satunya', 'mineral', 'tembaga', 'yang', 'berperan', 'dalam', 'menjaga', 'kesehatan', 'fisik', 'sekaligus', 'mental', 'kita', 'tetap', 'stabil']","['daging', 'bebek', 'kaya', 'kandungan', 'mineral', 'salah', 'satunya', 'mineral', 'tembaga', 'berperan', 'menjaga', 'kesehatan', 'fisik', 'sekaligus', 'mental', 'tetap', 'stabil']",daging bebek kaya kandung mineral salah satu mineral tembaga peran jaga sehat fisik sekaligus mental tetap stabil
zhrfhrnis,@Bebenshuu enough. demi kesehatan mental,enough demi kesehatan mental,enough demi kesehatan mental,"['enough', 'demi', 'kesehatan', 'mental']","['enough', 'kesehatan', 'mental']",enough sehat mental
MchlRavnJo0_04,Mental health itu artinya kesehatan mental jdi itu bkn penyakitnya ya rey(?) Hehe oh ya dripada self diagnose mending beneran periksa mahal sih 500k/1 pertemuan klo mau murah ada di halodoc 😉 hayoo dripada caper eh taunya salah kan malu sendiri 🤣,Mental health itu artinya kesehatan mental jdi itu bkn penyakitnya ya rey Hehe oh ya dripada self diagnose mending beneran periksa mahal sih k  pertemuan klo mau murah ada di halodoc hayoo dripada caper eh taunya salah kan malu sendiri,mental health itu artinya kesehatan mental jdi itu bkn penyakitnya ya rey hehe oh ya dripada self diagnose mending beneran periksa mahal sih k  pertemuan klo mau murah ada di halodoc hayoo dripada caper eh taunya salah kan malu sendiri,"['mental', 'health', 'itu', 'artinya', 'kesehatan', 'mental', 'jdi', 'itu', 'bkn', 'penyakitnya', 'ya', 'rey', 'hehe', 'oh', 'ya', 'dripada', 'self', 'diagnose', 'mending', 'beneran', 'periksa', 'mahal', 'sih', 'k', 'pertemuan', 'klo', 'mau', 'murah', 'ada', 'di', 'halodoc', 'hayoo', 'dripada', 'caper', 'eh', 'taunya', 'salah', 'kan', 'malu', 'sendiri']","['mental', 'health', 'artinya', 'kesehatan', 'mental', 'jdi', 'bkn', 'penyakitnya', 'rey', 'hehe', 'ya', 'dripada', 'self', 'diagnose', 'mending', 'beneran', 'periksa', 'mahal', 'sih', 'k', 'pertemuan', 'klo', 'mau', 'murah', 'di', 'halodoc', 'hayoo', 'dripada', 'caper', 'eh', 'taunya', 'salah', 'kan', 'malu', 'sendiri']",mental health arti sehat mental jdi bkn sakit rey hehe ya dripada self diagnose mending beneran periksa mahal sih k temu klo mau murah di halodoc hayoo dripada caper eh tau salah kan malu sendiri
machiattousky,hah emang kebanyakan buka twitter gak sehat buat kesehatan mental gue,hah emang kebanyakan buka twitter gak sehat buat kesehatan mental gue,hah emang kebanyakan buka twitter gak sehat buat kesehatan mental gue,"['hah', 'emang', 'kebanyakan', 'buka', 'twitter', 'gak', 'sehat', 'buat', 'kesehatan', 'mental', 'gue']","['hah', 'emang', 'kebanyakan', 'buka', 'twitter', 'gak', 'sehat', 'buat', 'kesehatan', 'mental', 'gue']",hah emang banyak buka twitter gak sehat buat sehat mental gue
aligatorlee,"Rey lo tau ga sih? Mental healt itu kesehatan mental, kalo lo ga bisa bassic english minimal punya google translate oke? https://t.co/tI43DRo6gj",Rey lo tau ga sih Mental healt itu kesehatan mental kalo lo ga bisa bassic english minimal punya google translate oke,rey lo tau ga sih mental healt itu kesehatan mental kalo lo ga bisa bassic english minimal punya google translate oke,"['rey', 'lo', 'tau', 'ga', 'sih', 'mental', 'healt', 'itu', 'kesehatan', 'mental', 'kalo', 'lo', 'ga', 'bisa', 'bassic', 'english', 'minimal', 'punya', 'google', 'translate', 'oke']","['rey', 'lo', 'tau', 'ga', 'sih', 'mental', 'healt', 'kesehatan', 'mental', 'kalo', 'lo', 'ga', 'bassic', 'english', 'minimal', 'punya', 'google', 'translate', 'oke']",rey lo tau ga sih mental healt sehat mental kalo lo ga bassic english minimal punya google translate oke
fMinhyumg,@tempttated Mental health kan kesehatan mental.,Mental health kan kesehatan mental,mental health kan kesehatan mental,"['mental', 'health', 'kan', 'kesehatan', 'mental']","['mental', 'health', 'kan', 'kesehatan', 'mental']",mental health kan sehat mental
JMJN_MINEE,"AING BELI LEMONILO KNP EGK PERNAH DPT ayank TRS YH,tp gpp dpt kartu kesehatan mental 😁😁😁😁",AING BELI LEMONILO KNP EGK PERNAH DPT ayank TRS YH tp gpp dpt kartu kesehatan mental,aing beli lemonilo knp egk pernah dpt ayank trs yh tp gpp dpt kartu kesehatan mental,"['aing', 'beli', 'lemonilo', 'knp', 'egk', 'pernah', 'dpt', 'ayank', 'trs', 'yh', 'tp', 'gpp', 'dpt', 'kartu', 'kesehatan', 'mental']","['aing', 'beli', 'lemonilo', 'knp', 'egk', 'pernah', 'dpt', 'ayank', 'trs', 'yh', 'tp', 'gpp', 'dpt', 'kartu', 'kesehatan', 'mental']",aing beli lemonilo knp egk pernah dpt ayank trs yh tp gpp dpt kartu sehat mental
kupelukbumi,"@tubirfess Gue paham banget nih rasanya punya trauma sama sentuhan, kayak tubuh dan kulit tuh sensitif banget, walau hanya sekedar ""kesenggol"" aja udah ""nyes"" di dada, was was, gelisah, ketakutan,Mending putus sih nder, gak baik untuk kesehatan jantung dan mental kalau diterus terusin,",Gue paham banget nih rasanya punya trauma sama sentuhan kayak tubuh dan kulit tuh sensitif banget walau hanya sekedar kesenggol aja udah nyes di dada was was gelisah ketakutan Mending putus sih nder gak baik untuk kesehatan jantung dan mental kalau diterus terusin,gue paham banget nih rasanya punya trauma sama sentuhan kayak tubuh dan kulit tuh sensitif banget walau hanya sekedar kesenggol aja udah nyes di dada was was gelisah ketakutan mending putus sih nder gak baik untuk kesehatan jantung dan mental kalau diterus terusin,"['gue', 'paham', 'banget', 'nih', 'rasanya', 'punya', 'trauma', 'sama', 'sentuhan', 'kayak', 'tubuh', 'dan', 'kulit', 'tuh', 'sensitif', 'banget', 'walau', 'hanya', 'sekedar', 'kesenggol', 'aja', 'udah', 'nyes', 'di', 'dada', 'was', 'was', 'gelisah', 'ketakutan', 'mending', 'putus', 'sih', 'nder', 'gak', 'baik', 'untuk', 'kesehatan', 'jantung', 'dan', 'mental', 'kalau', 'diterus', 'terusin']","['gue', 'paham', 'banget', 'nih', 'rasanya', 'punya', 'trauma', 'sama', 'sentuhan', 'kayak', 'tubuh', 'kulit', 'tuh', 'sensitif', 'banget', 'hanya', 'sekedar', 'kesenggol', 'aja', 'udah', 'nyes', 'dada', 'was', 'was', 'gelisah', 'ketakutan', 'mending', 'putus', 'sih', 'nder', 'gak', 'baik', 'kesehatan', 'jantung', 'mental', 'kalau', 'diterus', 'terusin']",gue paham banget nih rasa punya trauma sama sentuh kayak tubuh kulit tuh sensitif banget hanya dar senggol aja udah nyes dada was was gelisah takut mending putus sih nder gak baik sehat jantung mental kalau terus terusin
privkaleen,"@schfess Aku malah mikir buat S1 di dalem negeri dulu memperdalam ilmu sekaligus memantapkan pilihan, insyaallah S2 baru luar negeri soalnya buat kuliah di luar negeri banyak yang harus dipersiapkan bahasa, uang, otak, mental, kesehatan, passport ets hadehh ribet",Aku malah mikir buat S di dalem negeri dulu memperdalam ilmu sekaligus memantapkan pilihan insyaallah S baru luar negeri soalnya buat kuliah di luar negeri banyak yang harus dipersiapkan bahasa uang otak mental kesehatan passport ets hadehh ribet,aku malah mikir buat s di dalem negeri dulu memperdalam ilmu sekaligus memantapkan pilihan insyaallah s baru luar negeri soalnya buat kuliah di luar negeri banyak yang harus dipersiapkan bahasa uang otak mental kesehatan passport ets hadehh ribet,"['aku', 'malah', 'mikir', 'buat', 's', 'di', 'dalem', 'negeri', 'dulu', 'memperdalam', 'ilmu', 'sekaligus', 'memantapkan', 'pilihan', 'insyaallah', 's', 'baru', 'luar', 'negeri', 'soalnya', 'buat', 'kuliah', 'di', 'luar', 'negeri', 'banyak', 'yang', 'harus', 'dipersiapkan', 'bahasa', 'uang', 'otak', 'mental', 'kesehatan', 'passport', 'ets', 'hadehh', 'ribet']","['aku', 'malah', 'mikir', 'buat', 's', 'dalem', 'negeri', 'dulu', 'memperdalam', 'ilmu', 'sekaligus', 'memantapkan', 'pilihan', 'insyaallah', 's', 'baru', 'luar', 'negeri', 'soalnya', 'buat', 'kuliah', 'luar', 'negeri', 'banyak', 'harus', 'dipersiapkan', 'bahasa', 'uang', 'otak', 'mental', 'kesehatan', 'passport', 'ets', 'hadehh', 'ribet']",aku malah mikir buat s dalem negeri dulu dalam ilmu sekaligus mantap pilih insyaallah s baru luar negeri soal buat kuliah luar negeri banyak harus siap bahasa uang otak mental sehat passport ets hadehh ribet
luckyriegohoki,Uninstall instagram demi kesehatan mental,Uninstall instagram demi kesehatan mental,uninstall instagram demi kesehatan mental,"['uninstall', 'instagram', 'demi', 'kesehatan', 'mental']","['uninstall', 'instagram', 'kesehatan', 'mental']",uninstall instagram sehat mental
jinjuyak,"Berharaplah, semoga Lee Jinjoo bisa bertahan selama mungkin. Karena nyawa Lee Jinjoo sedang berada di ujung tanduk saat ini, sedang berjuang untuk kesehatan mental serta (sebagian teks hilang).Doakan saja, Lee Jinjoo tidak mengambil nyawanya saat kelulusan sekolah nanti.",Berharaplah semoga Lee Jinjoo bisa bertahan selama mungkin Karena nyawa Lee Jinjoo sedang berada di ujung tanduk saat ini sedang berjuang untuk kesehatan mental serta sebagian teks hilang Doakan saja Lee Jinjoo tidak mengambil nyawanya saat kelulusan sekolah nanti,berharaplah semoga lee jinjoo bisa bertahan selama mungkin karena nyawa lee jinjoo sedang berada di ujung tanduk saat ini sedang berjuang untuk kesehatan mental serta sebagian teks hilang doakan saja lee jinjoo tidak mengambil nyawanya saat kelulusan sekolah nanti,"['berharaplah', 'semoga', 'lee', 'jinjoo', 'bisa', 'bertahan', 'selama', 'mungkin', 'karena', 'nyawa', 'lee', 'jinjoo', 'sedang', 'berada', 'di', 'ujung', 'tanduk', 'saat', 'ini', 'sedang', 'berjuang', 'untuk', 'kesehatan', 'mental', 'serta', 'sebagian', 'teks', 'hilang', 'doakan', 'saja', 'lee', 'jinjoo', 'tidak', 'mengambil', 'nyawanya', 'saat', 'kelulusan', 'sekolah', 'nanti']","['berharaplah', 'semoga', 'lee', 'jinjoo', 'bertahan', 'selama', 'mungkin', 'nyawa', 'lee', 'jinjoo', 'sedang', 'berada', 'ujung', 'tanduk', 'ini', 'sedang', 'berjuang', 'kesehatan', 'mental', 'sebagian', 'teks', 'hilang', 'doakan', 'lee', 'jinjoo', 'mengambil', 'nyawanya', 'kelulusan', 'sekolah']",harap moga lee jinjoo tahan lama mungkin nyawa lee jinjoo sedang ada ujung tanduk ini sedang juang sehat mental bagi teks hilang doa lee jinjoo ambil nyawa kelulus sekolah
smerendipity,Nyesel w buka akun sebelah. ISHHH sumpah ya ga akan gua buka lagi selama 3 minggu. Janji. Ga baik untuk kesehatan mental.,Nyesel  buka akun sebelah ISHHH sumpah ya ga akan gua buka lagi selama  minggu Janji Ga baik untuk kesehatan mental,nyesel  buka akun sebelah ishhh sumpah ya ga akan gua buka lagi selama  minggu janji ga baik untuk kesehatan mental,"['nyesel', 'buka', 'akun', 'sebelah', 'ishhh', 'sumpah', 'ya', 'ga', 'akan', 'gua', 'buka', 'lagi', 'selama', 'minggu', 'janji', 'ga', 'baik', 'untuk', 'kesehatan', 'mental']","['nyesel', 'buka', 'akun', 'sebelah', 'ishhh', 'sumpah', 'ga', 'gua', 'buka', 'selama', 'minggu', 'janji', 'ga', 'baik', 'kesehatan', 'mental']",nyesel buka akun belah ishhh sumpah ga gua buka lama minggu janji ga baik sehat mental
shilmaaoo,"@JPFBASE Yg ga tahan ama ntr, mending lu gausa ada niatan buat nonton dah hehe. Amankan kesehatan mental!",Yg ga tahan ama ntr mending lu gausa ada niatan buat nonton dah hehe Amankan kesehatan mental,yg ga tahan ama ntr mending lu gausa ada niatan buat nonton dah hehe amankan kesehatan mental,"['yg', 'ga', 'tahan', 'ama', 'ntr', 'mending', 'lu', 'gausa', 'ada', 'niatan', 'buat', 'nonton', 'dah', 'hehe', 'amankan', 'kesehatan', 'mental']","['ga', 'tahan', 'ama', 'ntr', 'mending', 'lu', 'gausa', 'niatan', 'buat', 'nonton', 'dah', 'hehe', 'amankan', 'kesehatan', 'mental']",ga tahan ama ntr mending lu gausa niat buat nonton dah hehe aman sehat mental
schfess,"sch! kalau kalian jadi maba, materi apa yang pengen kalian dapetin dari ospek? Kalo sender pengen materi kesehatan mental",sch kalau kalian jadi maba materi apa yang pengen kalian dapetin dari ospek Kalo sender pengen materi kesehatan mental,sch kalau kalian jadi maba materi apa yang pengen kalian dapetin dari ospek kalo sender pengen materi kesehatan mental,"['sch', 'kalau', 'kalian', 'jadi', 'maba', 'materi', 'apa', 'yang', 'pengen', 'kalian', 'dapetin', 'dari', 'ospek', 'kalo', 'sender', 'pengen', 'materi', 'kesehatan', 'mental']","['sch', 'kalau', 'kalian', 'jadi', 'maba', 'materi', 'yang', 'pengen', 'kalian', 'dapetin', 'ospek', 'kalo', 'sender', 'pengen', 'materi', 'kesehatan', 'mental']",sch kalau kalian jadi maba materi yang ken kalian dapetin ospek kalo sender ken materi sehat mental
dynsalja,Dipikir-pikir masalah kesehatan w banyak juga. Mo fisik apa mental sama banyaknya 😌,Dipikir pikir masalah kesehatan  banyak juga Mo fisik apa mental sama banyaknya,dipikir pikir masalah kesehatan  banyak juga mo fisik apa mental sama banyaknya,"['dipikir', 'pikir', 'masalah', 'kesehatan', 'banyak', 'juga', 'mo', 'fisik', 'apa', 'mental', 'sama', 'banyaknya']","['dipikir', 'pikir', 'masalah', 'kesehatan', 'banyak', 'mo', 'fisik', 'mental', 'sama', 'banyaknya']",pikir pikir masalah sehat banyak mo fisik mental sama banyak
